"RecordNo";"company";"pos"
1961;"Maœlak";"Not mentioned"
1961;"Go³¹bek";"Not mentioned"
1961;"KoŸlarz";"Aided"
1961;"Nie znam ¿adnych";"Aided"
1961;"Borowik";"Aided"
1961;"Czubajka";"Not mentioned"
1961;"Podgrzybek";"Aided"
1961;"Opieñka";"Aided"
1961;"G¹ska";"Aided"
1961;"Inna_2";"Aided"
1961;"Inna_1";"Aided"
1961;"Inna_8";"Aided"
1961;"Inna_6";"Aided"
1961;"Inna_9";"Aided"
1961;"Inna_4";"Aided"
1961;"Inna_3";"Aided"
1961;"Inna_7";"Aided"
1961;"Inna_5";"Aided"
1961;"Boczniak";"Not mentioned"
1961;"Pieczarka";"Not mentioned"
1969;"Maœlak";"Aided"
1969;"Go³¹bek";"Aided"
1969;"KoŸlarz";"Aided"
1969;"Nie znam ¿adnych";"Aided"
1969;"Borowik";"Not mentioned"
1969;"Czubajka";"Not mentioned"
1969;"Podgrzybek";"Not mentioned"
1969;"Opieñka";"Not mentioned"
1969;"G¹ska";"Not mentioned"
1969;"Inna_2";"Aided"
1969;"Inna_1";"Aided"
1969;"Inna_8";"Aided"
1969;"Inna_6";"Aided"
1969;"Inna_9";"Aided"
1969;"Inna_4";"Aided"
1969;"Inna_3";"Aided"
1969;"Inna_7";"Aided"
1969;"Inna_5";"Aided"
1969;"Boczniak";"Not mentioned"
1969;"Pieczarka";"Not mentioned"
1971;"Maœlak";"Aided"
1971;"Go³¹bek";"Aided"
1971;"KoŸlarz";"Aided"
1971;"Nie znam ¿adnych";"Aided"
1971;"Borowik";"Not mentioned"
1971;"Czubajka";"Not mentioned"
1971;"Podgrzybek";"Aided"
1971;"Opieñka";"Aided"
1971;"G¹ska";"Aided"
1971;"Inna_2";"Aided"
1971;"Inna_1";"Aided"
1971;"Inna_8";"Aided"
1971;"Inna_6";"Aided"
1971;"Inna_9";"Aided"
1971;"Inna_4";"Aided"
1971;"Inna_3";"Aided"
1971;"Inna_7";"Aided"
1971;"Inna_5";"Aided"
1971;"Boczniak";"Aided"
1971;"Pieczarka";"Not mentioned"
1976;"Maœlak";"Not mentioned"
1976;"Go³¹bek";"Not mentioned"
1976;"KoŸlarz";"Aided"
1976;"Nie znam ¿adnych";"Aided"
1976;"Borowik";"Not mentioned"
1976;"Czubajka";"Not mentioned"
1976;"Podgrzybek";"Aided"
1976;"Opieñka";"Not mentioned"
1976;"G¹ska";"Aided"
1976;"Inna_2";"Aided"
1976;"Inna_1";"Aided"
1976;"Inna_8";"Aided"
1976;"Inna_6";"Aided"
1976;"Inna_9";"Aided"
1976;"Inna_4";"Aided"
1976;"Inna_3";"Aided"
1976;"Inna_7";"Aided"
1976;"Inna_5";"Aided"
1976;"Boczniak";"Aided"
1976;"Pieczarka";"Aided"
1978;"Maœlak";"Not mentioned"
1978;"Go³¹bek";"Not mentioned"
1978;"KoŸlarz";"Aided"
1978;"Nie znam ¿adnych";"Aided"
1978;"Borowik";"Not mentioned"
1978;"Czubajka";"Aided"
1978;"Podgrzybek";"Aided"
1978;"Opieñka";"Aided"
1978;"G¹ska";"Not mentioned"
1978;"Inna_2";"Aided"
1978;"Inna_1";"Aided"
1978;"Inna_8";"Aided"
1978;"Inna_6";"Aided"
1978;"Inna_9";"Aided"
1978;"Inna_4";"Aided"
1978;"Inna_3";"Aided"
1978;"Inna_7";"Aided"
1978;"Inna_5";"Aided"
1978;"Boczniak";"Not mentioned"
1978;"Pieczarka";"Aided"
2008;"Maœlak";"Aided"
2008;"Go³¹bek";"Aided"
2008;"KoŸlarz";"Aided"
2008;"Nie znam ¿adnych";"Aided"
2008;"Borowik";"Aided"
2008;"Czubajka";"Aided"
2008;"Podgrzybek";"Aided"
2008;"Opieñka";"Aided"
2008;"G¹ska";"Not mentioned"
2008;"Inna_2";"Aided"
2008;"Inna_1";"Aided"
2008;"Inna_8";"Aided"
2008;"Inna_6";"Aided"
2008;"Inna_9";"Aided"
2008;"Inna_4";"Aided"
2008;"Inna_3";"Aided"
2008;"Inna_7";"Aided"
2008;"Inna_5";"Aided"
2008;"Boczniak";"Not mentioned"
2008;"Pieczarka";"Aided"
2027;"Maœlak";"Aided"
2027;"Go³¹bek";"Aided"
2027;"KoŸlarz";"Not mentioned"
2027;"Nie znam ¿adnych";"Aided"
2027;"Borowik";"Aided"
2027;"Czubajka";"Aided"
2027;"Podgrzybek";"Not mentioned"
2027;"Opieñka";"Aided"
2027;"G¹ska";"Aided"
2027;"Inna_2";"Aided"
2027;"Inna_1";"Aided"
2027;"Inna_8";"Aided"
2027;"Inna_6";"Aided"
2027;"Inna_9";"Aided"
2027;"Inna_4";"Aided"
2027;"Inna_3";"Aided"
2027;"Inna_7";"Aided"
2027;"Inna_5";"Aided"
2027;"Boczniak";"Aided"
2027;"Pieczarka";"Aided"
2036;"Maœlak";"Not mentioned"
2036;"Go³¹bek";"Aided"
2036;"KoŸlarz";"Not mentioned"
2036;"Nie znam ¿adnych";"Aided"
2036;"Borowik";"Aided"
2036;"Czubajka";"Aided"
2036;"Podgrzybek";"Aided"
2036;"Opieñka";"Aided"
2036;"G¹ska";"Aided"
2036;"Inna_2";"Aided"
2036;"Inna_1";"Aided"
2036;"Inna_8";"Aided"
2036;"Inna_6";"Aided"
2036;"Inna_9";"Aided"
2036;"Inna_4";"Aided"
2036;"Inna_3";"Aided"
2036;"Inna_7";"Aided"
2036;"Inna_5";"Aided"
2036;"Boczniak";"Not mentioned"
2036;"Pieczarka";"Aided"
2053;"Maœlak";"Aided"
2053;"Go³¹bek";"Aided"
2053;"KoŸlarz";"Not mentioned"
2053;"Nie znam ¿adnych";"Aided"
2053;"Borowik";"Aided"
2053;"Czubajka";"Aided"
2053;"Podgrzybek";"Not mentioned"
2053;"Opieñka";"Not mentioned"
2053;"G¹ska";"Aided"
2053;"Inna_2";"Aided"
2053;"Inna_1";"Aided"
2053;"Inna_8";"Aided"
2053;"Inna_6";"Aided"
2053;"Inna_9";"Aided"
2053;"Inna_4";"Aided"
2053;"Inna_3";"Aided"
2053;"Inna_7";"Aided"
2053;"Inna_5";"Aided"
2053;"Boczniak";"Aided"
2053;"Pieczarka";"Aided"
2066;"Maœlak";"Not mentioned"
2066;"Go³¹bek";"Aided"
2066;"KoŸlarz";"Aided"
2066;"Nie znam ¿adnych";"Aided"
2066;"Borowik";"Aided"
2066;"Czubajka";"Not mentioned"
2066;"Podgrzybek";"Not mentioned"
2066;"Opieñka";"Aided"
2066;"G¹ska";"Aided"
2066;"Inna_2";"Aided"
2066;"Inna_1";"Aided"
2066;"Inna_8";"Aided"
2066;"Inna_6";"Aided"
2066;"Inna_9";"Aided"
2066;"Inna_4";"Aided"
2066;"Inna_3";"Aided"
2066;"Inna_7";"Aided"
2066;"Inna_5";"Aided"
2066;"Boczniak";"Aided"
2066;"Pieczarka";"Aided"
2069;"Maœlak";"Aided"
2069;"Go³¹bek";"Aided"
2069;"KoŸlarz";"Not mentioned"
2069;"Nie znam ¿adnych";"Aided"
2069;"Borowik";"Not mentioned"
2069;"Czubajka";"Aided"
2069;"Podgrzybek";"Aided"
2069;"Opieñka";"Aided"
2069;"G¹ska";"Aided"
2069;"Inna_2";"Aided"
2069;"Inna_1";"Aided"
2069;"Inna_8";"Aided"
2069;"Inna_6";"Aided"
2069;"Inna_9";"Aided"
2069;"Inna_4";"Aided"
2069;"Inna_3";"Aided"
2069;"Inna_7";"Aided"
2069;"Inna_5";"Aided"
2069;"Boczniak";"Aided"
2069;"Pieczarka";"Aided"
2070;"Maœlak";"Aided"
2070;"Go³¹bek";"Not mentioned"
2070;"KoŸlarz";"Not mentioned"
2070;"Nie znam ¿adnych";"Aided"
2070;"Borowik";"Aided"
2070;"Czubajka";"Not mentioned"
2070;"Podgrzybek";"Aided"
2070;"Opieñka";"Not mentioned"
2070;"G¹ska";"Not mentioned"
2070;"Inna_2";"Aided"
2070;"Inna_1";"Aided"
2070;"Inna_8";"Aided"
2070;"Inna_6";"Aided"
2070;"Inna_9";"Aided"
2070;"Inna_4";"Aided"
2070;"Inna_3";"Aided"
2070;"Inna_7";"Aided"
2070;"Inna_5";"Aided"
2070;"Boczniak";"Aided"
2070;"Pieczarka";"Not mentioned"
2086;"Maœlak";"Aided"
2086;"Go³¹bek";"Aided"
2086;"KoŸlarz";"Not mentioned"
2086;"Nie znam ¿adnych";"Aided"
2086;"Borowik";"Aided"
2086;"Czubajka";"Aided"
2086;"Podgrzybek";"Aided"
2086;"Opieñka";"Aided"
2086;"G¹ska";"Aided"
2086;"Inna_2";"Aided"
2086;"Inna_1";"Aided"
2086;"Inna_8";"Aided"
2086;"Inna_6";"Aided"
2086;"Inna_9";"Aided"
2086;"Inna_4";"Aided"
2086;"Inna_3";"Aided"
2086;"Inna_7";"Aided"
2086;"Inna_5";"Aided"
2086;"Boczniak";"Not mentioned"
2086;"Pieczarka";"Aided"
2107;"Maœlak";"Aided"
2107;"Go³¹bek";"Aided"
2107;"KoŸlarz";"Not mentioned"
2107;"Nie znam ¿adnych";"Aided"
2107;"Borowik";"Aided"
2107;"Czubajka";"Not mentioned"
2107;"Podgrzybek";"Not mentioned"
2107;"Opieñka";"Aided"
2107;"G¹ska";"Not mentioned"
2107;"Inna_2";"Aided"
2107;"Inna_1";"Aided"
2107;"Inna_8";"Aided"
2107;"Inna_6";"Aided"
2107;"Inna_9";"Aided"
2107;"Inna_4";"Aided"
2107;"Inna_3";"Aided"
2107;"Inna_7";"Aided"
2107;"Inna_5";"Aided"
2107;"Boczniak";"Aided"
2107;"Pieczarka";"Aided"
2114;"Maœlak";"Not mentioned"
2114;"Go³¹bek";"Aided"
2114;"KoŸlarz";"Not mentioned"
2114;"Nie znam ¿adnych";"Aided"
2114;"Borowik";"Aided"
2114;"Czubajka";"Aided"
2114;"Podgrzybek";"Not mentioned"
2114;"Opieñka";"Aided"
2114;"G¹ska";"Aided"
2114;"Inna_2";"Aided"
2114;"Inna_1";"Aided"
2114;"Inna_8";"Aided"
2114;"Inna_6";"Aided"
2114;"Inna_9";"Aided"
2114;"Inna_4";"Aided"
2114;"Inna_3";"Aided"
2114;"Inna_7";"Aided"
2114;"Inna_5";"Aided"
2114;"Boczniak";"Aided"
2114;"Pieczarka";"Not mentioned"
2120;"Maœlak";"Not mentioned"
2120;"Go³¹bek";"Aided"
2120;"KoŸlarz";"Aided"
2120;"Nie znam ¿adnych";"Aided"
2120;"Borowik";"Not mentioned"
2120;"Czubajka";"Not mentioned"
2120;"Podgrzybek";"Aided"
2120;"Opieñka";"Aided"
2120;"G¹ska";"Aided"
2120;"Inna_2";"Aided"
2120;"Inna_1";"Aided"
2120;"Inna_8";"Aided"
2120;"Inna_6";"Aided"
2120;"Inna_9";"Aided"
2120;"Inna_4";"Aided"
2120;"Inna_3";"Aided"
2120;"Inna_7";"Aided"
2120;"Inna_5";"Aided"
2120;"Boczniak";"Aided"
2120;"Pieczarka";"Aided"
2122;"Maœlak";"Aided"
2122;"Go³¹bek";"Aided"
2122;"KoŸlarz";"Aided"
2122;"Nie znam ¿adnych";"Aided"
2122;"Borowik";"Aided"
2122;"Czubajka";"Not mentioned"
2122;"Podgrzybek";"Not mentioned"
2122;"Opieñka";"Not mentioned"
2122;"G¹ska";"Aided"
2122;"Inna_2";"Aided"
2122;"Inna_1";"Aided"
2122;"Inna_8";"Aided"
2122;"Inna_6";"Aided"
2122;"Inna_9";"Aided"
2122;"Inna_4";"Aided"
2122;"Inna_3";"Aided"
2122;"Inna_7";"Aided"
2122;"Inna_5";"Aided"
2122;"Boczniak";"Aided"
2122;"Pieczarka";"Aided"
2131;"Maœlak";"Aided"
2131;"Go³¹bek";"Not mentioned"
2131;"KoŸlarz";"Aided"
2131;"Nie znam ¿adnych";"Aided"
2131;"Borowik";"Aided"
2131;"Czubajka";"Not mentioned"
2131;"Podgrzybek";"Aided"
2131;"Opieñka";"Aided"
2131;"G¹ska";"Aided"
2131;"Inna_2";"Aided"
2131;"Inna_1";"Aided"
2131;"Inna_8";"Aided"
2131;"Inna_6";"Aided"
2131;"Inna_9";"Aided"
2131;"Inna_4";"Aided"
2131;"Inna_3";"Aided"
2131;"Inna_7";"Aided"
2131;"Inna_5";"Aided"
2131;"Boczniak";"Not mentioned"
2131;"Pieczarka";"Aided"
2147;"Maœlak";"Aided"
2147;"Go³¹bek";"Aided"
2147;"KoŸlarz";"Aided"
2147;"Nie znam ¿adnych";"Aided"
2147;"Borowik";"Not mentioned"
2147;"Czubajka";"Not mentioned"
2147;"Podgrzybek";"Aided"
2147;"Opieñka";"Aided"
2147;"G¹ska";"Aided"
2147;"Inna_2";"Aided"
2147;"Inna_1";"Aided"
2147;"Inna_8";"Aided"
2147;"Inna_6";"Aided"
2147;"Inna_9";"Aided"
2147;"Inna_4";"Aided"
2147;"Inna_3";"Aided"
2147;"Inna_7";"Aided"
2147;"Inna_5";"Aided"
2147;"Boczniak";"Aided"
2147;"Pieczarka";"Aided"
2164;"Maœlak";"Aided"
2164;"Go³¹bek";"Aided"
2164;"KoŸlarz";"Aided"
2164;"Nie znam ¿adnych";"Aided"
2164;"Borowik";"Aided"
2164;"Czubajka";"Aided"
2164;"Podgrzybek";"Aided"
2164;"Opieñka";"Aided"
2164;"G¹ska";"Aided"
2164;"Inna_2";"Aided"
2164;"Inna_1";"Aided"
2164;"Inna_8";"Aided"
2164;"Inna_6";"Aided"
2164;"Inna_9";"Aided"
2164;"Inna_4";"Aided"
2164;"Inna_3";"Aided"
2164;"Inna_7";"Aided"
2164;"Inna_5";"Aided"
2164;"Boczniak";"Aided"
2164;"Pieczarka";"Aided"
2167;"Maœlak";"Aided"
2167;"Go³¹bek";"Aided"
2167;"KoŸlarz";"Not mentioned"
2167;"Nie znam ¿adnych";"Aided"
2167;"Borowik";"Not mentioned"
2167;"Czubajka";"Not mentioned"
2167;"Podgrzybek";"Aided"
2167;"Opieñka";"Aided"
2167;"G¹ska";"Not mentioned"
2167;"Inna_2";"Aided"
2167;"Inna_1";"Aided"
2167;"Inna_8";"Aided"
2167;"Inna_6";"Aided"
2167;"Inna_9";"Aided"
2167;"Inna_4";"Aided"
2167;"Inna_3";"Aided"
2167;"Inna_7";"Aided"
2167;"Inna_5";"Aided"
2167;"Boczniak";"Aided"
2167;"Pieczarka";"Aided"
2170;"Maœlak";"Not mentioned"
2170;"Go³¹bek";"Aided"
2170;"KoŸlarz";"Aided"
2170;"Nie znam ¿adnych";"Aided"
2170;"Borowik";"Aided"
2170;"Czubajka";"Aided"
2170;"Podgrzybek";"Aided"
2170;"Opieñka";"Not mentioned"
2170;"G¹ska";"Not mentioned"
2170;"Inna_2";"Aided"
2170;"Inna_1";"Aided"
2170;"Inna_8";"Aided"
2170;"Inna_6";"Aided"
2170;"Inna_9";"Aided"
2170;"Inna_4";"Aided"
2170;"Inna_3";"Aided"
2170;"Inna_7";"Aided"
2170;"Inna_5";"Aided"
2170;"Boczniak";"Not mentioned"
2170;"Pieczarka";"Aided"
2180;"Maœlak";"Aided"
2180;"Go³¹bek";"Aided"
2180;"KoŸlarz";"Not mentioned"
2180;"Nie znam ¿adnych";"Aided"
2180;"Borowik";"Not mentioned"
2180;"Czubajka";"Aided"
2180;"Podgrzybek";"Aided"
2180;"Opieñka";"Not mentioned"
2180;"G¹ska";"Aided"
2180;"Inna_2";"Aided"
2180;"Inna_1";"Aided"
2180;"Inna_8";"Aided"
2180;"Inna_6";"Aided"
2180;"Inna_9";"Aided"
2180;"Inna_4";"Aided"
2180;"Inna_3";"Aided"
2180;"Inna_7";"Aided"
2180;"Inna_5";"Aided"
2180;"Boczniak";"Aided"
2180;"Pieczarka";"Aided"
2192;"Maœlak";"Aided"
2192;"Go³¹bek";"Aided"
2192;"KoŸlarz";"Not mentioned"
2192;"Nie znam ¿adnych";"Aided"
2192;"Borowik";"Not mentioned"
2192;"Czubajka";"Aided"
2192;"Podgrzybek";"Aided"
2192;"Opieñka";"Aided"
2192;"G¹ska";"Aided"
2192;"Inna_2";"Aided"
2192;"Inna_1";"Aided"
2192;"Inna_8";"Aided"
2192;"Inna_6";"Aided"
2192;"Inna_9";"Aided"
2192;"Inna_4";"Aided"
2192;"Inna_3";"Aided"
2192;"Inna_7";"Aided"
2192;"Inna_5";"Aided"
2192;"Boczniak";"Aided"
2192;"Pieczarka";"Aided"
2201;"Maœlak";"Not mentioned"
2201;"Go³¹bek";"Aided"
2201;"KoŸlarz";"Aided"
2201;"Nie znam ¿adnych";"Aided"
2201;"Borowik";"Aided"
2201;"Czubajka";"Aided"
2201;"Podgrzybek";"Aided"
2201;"Opieñka";"Not mentioned"
2201;"G¹ska";"Aided"
2201;"Inna_2";"Aided"
2201;"Inna_1";"Aided"
2201;"Inna_8";"Aided"
2201;"Inna_6";"Aided"
2201;"Inna_9";"Aided"
2201;"Inna_4";"Aided"
2201;"Inna_3";"Aided"
2201;"Inna_7";"Aided"
2201;"Inna_5";"Aided"
2201;"Boczniak";"Aided"
2201;"Pieczarka";"Not mentioned"
2205;"Maœlak";"Not mentioned"
2205;"Go³¹bek";"Aided"
2205;"KoŸlarz";"Not mentioned"
2205;"Nie znam ¿adnych";"Aided"
2205;"Borowik";"Aided"
2205;"Czubajka";"Not mentioned"
2205;"Podgrzybek";"Aided"
2205;"Opieñka";"Aided"
2205;"G¹ska";"Not mentioned"
2205;"Inna_2";"Aided"
2205;"Inna_1";"Aided"
2205;"Inna_8";"Aided"
2205;"Inna_6";"Aided"
2205;"Inna_9";"Aided"
2205;"Inna_4";"Aided"
2205;"Inna_3";"Aided"
2205;"Inna_7";"Aided"
2205;"Inna_5";"Aided"
2205;"Boczniak";"Aided"
2205;"Pieczarka";"Not mentioned"
2210;"Maœlak";"Aided"
2210;"Go³¹bek";"Aided"
2210;"KoŸlarz";"Not mentioned"
2210;"Nie znam ¿adnych";"Aided"
2210;"Borowik";"Aided"
2210;"Czubajka";"Not mentioned"
2210;"Podgrzybek";"Not mentioned"
2210;"Opieñka";"Aided"
2210;"G¹ska";"Not mentioned"
2210;"Inna_2";"Aided"
2210;"Inna_1";"Aided"
2210;"Inna_8";"Aided"
2210;"Inna_6";"Aided"
2210;"Inna_9";"Aided"
2210;"Inna_4";"Aided"
2210;"Inna_3";"Aided"
2210;"Inna_7";"Aided"
2210;"Inna_5";"Aided"
2210;"Boczniak";"Aided"
2210;"Pieczarka";"Aided"
2214;"Maœlak";"Aided"
2214;"Go³¹bek";"Aided"
2214;"KoŸlarz";"Aided"
2214;"Nie znam ¿adnych";"Aided"
2214;"Borowik";"Aided"
2214;"Czubajka";"Aided"
2214;"Podgrzybek";"Aided"
2214;"Opieñka";"Aided"
2214;"G¹ska";"Aided"
2214;"Inna_2";"Aided"
2214;"Inna_1";"Aided"
2214;"Inna_8";"Aided"
2214;"Inna_6";"Aided"
2214;"Inna_9";"Aided"
2214;"Inna_4";"Aided"
2214;"Inna_3";"Aided"
2214;"Inna_7";"Aided"
2214;"Inna_5";"Aided"
2214;"Boczniak";"Aided"
2214;"Pieczarka";"Unaided"
2218;"Maœlak";"Aided"
2218;"Go³¹bek";"Aided"
2218;"KoŸlarz";"Aided"
2218;"Nie znam ¿adnych";"Aided"
2218;"Borowik";"Not mentioned"
2218;"Czubajka";"Not mentioned"
2218;"Podgrzybek";"Aided"
2218;"Opieñka";"Not mentioned"
2218;"G¹ska";"Not mentioned"
2218;"Inna_2";"Aided"
2218;"Inna_1";"Aided"
2218;"Inna_8";"Aided"
2218;"Inna_6";"Aided"
2218;"Inna_9";"Aided"
2218;"Inna_4";"Aided"
2218;"Inna_3";"Aided"
2218;"Inna_7";"Aided"
2218;"Inna_5";"Aided"
2218;"Boczniak";"Aided"
2218;"Pieczarka";"Aided"
2227;"Maœlak";"Not mentioned"
2227;"Go³¹bek";"Not mentioned"
2227;"KoŸlarz";"Not mentioned"
2227;"Nie znam ¿adnych";"Aided"
2227;"Borowik";"Aided"
2227;"Czubajka";"Aided"
2227;"Podgrzybek";"Aided"
2227;"Opieñka";"Aided"
2227;"G¹ska";"Aided"
2227;"Inna_2";"Aided"
2227;"Inna_1";"Aided"
2227;"Inna_8";"Aided"
2227;"Inna_6";"Aided"
2227;"Inna_9";"Aided"
2227;"Inna_4";"Aided"
2227;"Inna_3";"Aided"
2227;"Inna_7";"Aided"
2227;"Inna_5";"Aided"
2227;"Boczniak";"Aided"
2227;"Pieczarka";"Aided"
2235;"Maœlak";"Aided"
2235;"Go³¹bek";"Aided"
2235;"KoŸlarz";"Aided"
2235;"Nie znam ¿adnych";"Aided"
2235;"Borowik";"Aided"
2235;"Czubajka";"Not mentioned"
2235;"Podgrzybek";"Not mentioned"
2235;"Opieñka";"Not mentioned"
2235;"G¹ska";"Aided"
2235;"Inna_2";"Aided"
2235;"Inna_1";"Aided"
2235;"Inna_8";"Aided"
2235;"Inna_6";"Aided"
2235;"Inna_9";"Aided"
2235;"Inna_4";"Aided"
2235;"Inna_3";"Aided"
2235;"Inna_7";"Aided"
2235;"Inna_5";"Aided"
2235;"Boczniak";"Aided"
2235;"Pieczarka";"Not mentioned"
2247;"Maœlak";"Aided"
2247;"Go³¹bek";"Aided"
2247;"KoŸlarz";"Aided"
2247;"Nie znam ¿adnych";"Aided"
2247;"Borowik";"Aided"
2247;"Czubajka";"Aided"
2247;"Podgrzybek";"Not mentioned"
2247;"Opieñka";"Aided"
2247;"G¹ska";"Aided"
2247;"Inna_2";"Aided"
2247;"Inna_1";"Aided"
2247;"Inna_8";"Aided"
2247;"Inna_6";"Aided"
2247;"Inna_9";"Aided"
2247;"Inna_4";"Aided"
2247;"Inna_3";"Aided"
2247;"Inna_7";"Aided"
2247;"Inna_5";"Aided"
2247;"Boczniak";"Not mentioned"
2247;"Pieczarka";"Aided"
2250;"Maœlak";"Not mentioned"
2250;"Go³¹bek";"Aided"
2250;"KoŸlarz";"Aided"
2250;"Nie znam ¿adnych";"Aided"
2250;"Borowik";"Aided"
2250;"Czubajka";"Aided"
2250;"Podgrzybek";"Aided"
2250;"Opieñka";"Not mentioned"
2250;"G¹ska";"Aided"
2250;"Inna_2";"Aided"
2250;"Inna_1";"Aided"
2250;"Inna_8";"Aided"
2250;"Inna_6";"Aided"
2250;"Inna_9";"Aided"
2250;"Inna_4";"Aided"
2250;"Inna_3";"Aided"
2250;"Inna_7";"Aided"
2250;"Inna_5";"Aided"
2250;"Boczniak";"Aided"
2250;"Pieczarka";"Not mentioned"
2265;"Maœlak";"Aided"
2265;"Go³¹bek";"Not mentioned"
2265;"KoŸlarz";"Not mentioned"
2265;"Nie znam ¿adnych";"Aided"
2265;"Borowik";"Aided"
2265;"Czubajka";"Aided"
2265;"Podgrzybek";"Aided"
2265;"Opieñka";"Aided"
2265;"G¹ska";"Aided"
2265;"Inna_2";"Aided"
2265;"Inna_1";"Aided"
2265;"Inna_8";"Aided"
2265;"Inna_6";"Aided"
2265;"Inna_9";"Aided"
2265;"Inna_4";"Aided"
2265;"Inna_3";"Aided"
2265;"Inna_7";"Aided"
2265;"Inna_5";"Aided"
2265;"Boczniak";"Aided"
2265;"Pieczarka";"Aided"
2279;"Maœlak";"Aided"
2279;"Go³¹bek";"Not mentioned"
2279;"KoŸlarz";"Aided"
2279;"Nie znam ¿adnych";"Aided"
2279;"Borowik";"Aided"
2279;"Czubajka";"Not mentioned"
2279;"Podgrzybek";"Aided"
2279;"Opieñka";"Aided"
2279;"G¹ska";"Aided"
2279;"Inna_2";"Aided"
2279;"Inna_1";"Aided"
2279;"Inna_8";"Aided"
2279;"Inna_6";"Aided"
2279;"Inna_9";"Aided"
2279;"Inna_4";"Aided"
2279;"Inna_3";"Aided"
2279;"Inna_7";"Aided"
2279;"Inna_5";"Aided"
2279;"Boczniak";"Aided"
2279;"Pieczarka";"Not mentioned"
2283;"Maœlak";"Aided"
2283;"Go³¹bek";"Aided"
2283;"KoŸlarz";"Aided"
2283;"Nie znam ¿adnych";"Aided"
2283;"Borowik";"Aided"
2283;"Czubajka";"Not mentioned"
2283;"Podgrzybek";"Aided"
2283;"Opieñka";"Not mentioned"
2283;"G¹ska";"Not mentioned"
2283;"Inna_2";"Aided"
2283;"Inna_1";"Aided"
2283;"Inna_8";"Aided"
2283;"Inna_6";"Aided"
2283;"Inna_9";"Aided"
2283;"Inna_4";"Aided"
2283;"Inna_3";"Aided"
2283;"Inna_7";"Aided"
2283;"Inna_5";"Aided"
2283;"Boczniak";"Not mentioned"
2283;"Pieczarka";"Aided"
2285;"Maœlak";"Aided"
2285;"Go³¹bek";"Aided"
2285;"KoŸlarz";"Aided"
2285;"Nie znam ¿adnych";"Aided"
2285;"Borowik";"Not mentioned"
2285;"Czubajka";"Aided"
2285;"Podgrzybek";"Aided"
2285;"Opieñka";"Not mentioned"
2285;"G¹ska";"Aided"
2285;"Inna_2";"Aided"
2285;"Inna_1";"Aided"
2285;"Inna_8";"Aided"
2285;"Inna_6";"Aided"
2285;"Inna_9";"Aided"
2285;"Inna_4";"Aided"
2285;"Inna_3";"Aided"
2285;"Inna_7";"Aided"
2285;"Inna_5";"Aided"
2285;"Boczniak";"Aided"
2285;"Pieczarka";"Aided"
2287;"Maœlak";"Not mentioned"
2287;"Go³¹bek";"Not mentioned"
2287;"KoŸlarz";"Aided"
2287;"Nie znam ¿adnych";"Aided"
2287;"Borowik";"Not mentioned"
2287;"Czubajka";"Not mentioned"
2287;"Podgrzybek";"Not mentioned"
2287;"Opieñka";"Aided"
2287;"G¹ska";"Not mentioned"
2287;"Inna_2";"Aided"
2287;"Inna_1";"Aided"
2287;"Inna_8";"Aided"
2287;"Inna_6";"Aided"
2287;"Inna_9";"Aided"
2287;"Inna_4";"Aided"
2287;"Inna_3";"Aided"
2287;"Inna_7";"Aided"
2287;"Inna_5";"Aided"
2287;"Boczniak";"Aided"
2287;"Pieczarka";"Aided"
2296;"Maœlak";"Aided"
2296;"Go³¹bek";"Aided"
2296;"KoŸlarz";"Aided"
2296;"Nie znam ¿adnych";"Aided"
2296;"Borowik";"Aided"
2296;"Czubajka";"Aided"
2296;"Podgrzybek";"Aided"
2296;"Opieñka";"Aided"
2296;"G¹ska";"Aided"
2296;"Inna_2";"Aided"
2296;"Inna_1";"Aided"
2296;"Inna_8";"Aided"
2296;"Inna_6";"Aided"
2296;"Inna_9";"Aided"
2296;"Inna_4";"Aided"
2296;"Inna_3";"Aided"
2296;"Inna_7";"Aided"
2296;"Inna_5";"Aided"
2296;"Boczniak";"Not mentioned"
2296;"Pieczarka";"Aided"
2304;"Maœlak";"Not mentioned"
2304;"Go³¹bek";"Not mentioned"
2304;"KoŸlarz";"Aided"
2304;"Nie znam ¿adnych";"Aided"
2304;"Borowik";"Aided"
2304;"Czubajka";"Aided"
2304;"Podgrzybek";"Not mentioned"
2304;"Opieñka";"Not mentioned"
2304;"G¹ska";"Aided"
2304;"Inna_2";"Aided"
2304;"Inna_1";"Aided"
2304;"Inna_8";"Aided"
2304;"Inna_6";"Aided"
2304;"Inna_9";"Aided"
2304;"Inna_4";"Aided"
2304;"Inna_3";"Aided"
2304;"Inna_7";"Aided"
2304;"Inna_5";"Aided"
2304;"Boczniak";"Aided"
2304;"Pieczarka";"Aided"
2309;"Maœlak";"Not mentioned"
2309;"Go³¹bek";"Aided"
2309;"KoŸlarz";"Aided"
2309;"Nie znam ¿adnych";"Aided"
2309;"Borowik";"Aided"
2309;"Czubajka";"Not mentioned"
2309;"Podgrzybek";"Not mentioned"
2309;"Opieñka";"Aided"
2309;"G¹ska";"Aided"
2309;"Inna_2";"Aided"
2309;"Inna_1";"Aided"
2309;"Inna_8";"Aided"
2309;"Inna_6";"Aided"
2309;"Inna_9";"Aided"
2309;"Inna_4";"Aided"
2309;"Inna_3";"Aided"
2309;"Inna_7";"Aided"
2309;"Inna_5";"Aided"
